,waktu,user,text,STOP_REMOVAL,STEMMING,labeling
873,2022-08-12 08:15:46+00:00,aqilayuke,fenomena abg citayam kecil2 udah pada jadi perokok aktif cfw destruktif mmc millenials islamkaffah,fenomena abg citayam kecil2 udah perokok aktif cfw destruktif mmc millenials islamkaffah,fenomena abg citayam kecil2 udah okok aktif cfw destruktif mmc millenials islamkaffah,bully
874,2022-08-12 08:15:36+00:00,haafidzahsalwaa,fenomena abg usia belia merokok citayam fashion week area taman stasiun mrt dukuh atas widiw kelihatannya,fenomena abg usia belia merokok citayam fashion week area taman stasiun mrt dukuh widiw,fenomena abg usia belia rokok citayam fashion week area taman stasiun mrt dukuh widiw,bully
875,2022-08-12 08:15:30+00:00,atha86242642,pemuda citayam banyak merokok usia belia padahal kementrian kesehatan republik indonesia dlm sebatang rokok ,pemuda citayam merokok usia belia kementrian kesehatan republik indonesia dlm sebatang rokok ,pemuda citayam rokok usia belia tri sehat republik indonesia dlm batang rokok,bully
876,2022-08-12 08:15:15+00:00,uta6utami,pemuda citayam mengalami kejadian yang tidak mengenakkan barang berbahaya banyak dikonsumsi oleh pemudanya bahkan,pemuda citayam mengalami kejadian mengenakkan barang berbahaya dikonsumsi pemudanya,pemuda citayam alami jadi enak barang bahaya konsumsi pemuda,bully
877,2022-08-12 08:13:11+00:00,alfathunnisa03,sob apa pendapat kalian jika lihat anak abg lagi nongkrong trus sambil ngrokok kayak sempat viral fenomena abg,sob pendapat lihat anak abg nongkrong trus ngrokok kayak viral fenomena abg,sob dapat lihat anak abg nongkrong trus ngrokok kayak viral fenomena abg,bully
878,2022-08-12 08:12:59+00:00,gayuhrahayuuta5,pemuda citayam mengalami krisis moral secara struktural butuh diselamatkan dengan islam simak faktanya video ,pemuda citayam mengalami krisis moral struktural butuh diselamatkan islam simak faktanya video ,pemuda citayam alami krisis moral struktural butuh selamat islam simak fakta video,bully
879,2022-08-12 08:11:44+00:00,fa_irytale00,citayam hujan jugaa,citayam hujan jugaa,citayam hujan jugaa,not bully
880,2022-08-12 08:11:31+00:00,gayuhrahayuuta4,perokok aktif dialami oleh banyak pemuda citayam kasihan sebenarnya mengonsumsi rokok banyak mudharatnya seperti,perokok aktif dialami pemuda citayam kasihan mengonsumsi rokok mudharatnya,okok aktif alami pemuda citayam kasihan konsumsi rokok mudharatnya,bully
881,2022-08-12 08:09:36+00:00,gayuhrahayuuta3,nasib miris yang dialami pemuda citayam fakta sana banyak yang menjadi perokok aktif bagaimana islam menyelesa,nasib miris dialami pemuda citayam fakta perokok aktif islam menyelesa,nasib miris alami pemuda citayam fakta okok aktif islam selesa,bully
882,2022-08-12 08:08:54+00:00,miamorg1025157, fenomena pemuda merokok viral citayam fashion week duh miris sob salah satu alasan knp rokok msh eksis krn pabriknya, fenomena pemuda merokok viral citayam fashion week duh miris sob salah alasan knp rokok msh eksis krn pabriknya,fenomena pemuda rokok viral citayam fashion week duh miris sob salah alas knp rokok msh eks krn pabrik,bully
883,2022-08-12 08:07:54+00:00,khaniza1982,selamatkan generasi muda dgn islam mmc millenials pemuda citayam islamkaffah,selamatkan generasi muda dgn islam mmc millenials pemuda citayam islamkaffah,selamat generasi muda dgn islam mmc millenials pemuda citayam islamkaffah,bully
884,2022-08-12 08:07:37+00:00,gayuhrahayuuta2,pemuda citayam banyak yang menjadi perokok aktif bagaimana fakta selengkapnya simak video mmc millenials hari ini,pemuda citayam perokok aktif fakta selengkapnya simak video mmc millenials,pemuda citayam okok aktif fakta lengkap simak video mmc millenials,bully
885,2022-08-12 08:06:57+00:00,ummufikri001,mau heran kita hidup sistem kapitalisme hmmm mmc millenials pemuda citayam islamkaffah,heran hidup sistem kapitalisme hmmm mmc millenials pemuda citayam islamkaffah,heran hidup sistem kapitalisme hmmm mmc millenials pemuda citayam islamkaffah,not bully
886,2022-08-12 08:04:52+00:00,ummunis4,generasi saat ini sangat jauh dari islam akibat penerapan sistem kapitalisme mmc millenials pemuda citayam,generasi islam akibat penerapan sistem kapitalisme mmc millenials pemuda citayam,generasi islam akibat terap sistem kapitalisme mmc millenials pemuda citayam,not bully
887,2022-08-12 08:04:35+00:00,legoijo,gelora pemuda citayam terus deras mengalir kata mereka sih keren apalagi pada nongkrong dengan cemilan berasap,gelora pemuda citayam deras mengalir sih keren nongkrong cemilan berasap,gelora pemuda citayam deras alir sih keren nongkrong cemilan asap,bully
888,2022-08-12 08:04:10+00:00,bookslovers13,pemuda citayam jadi perokok aktif lingkunganx kah simak dalam mmc millenials islamkaffah,pemuda citayam perokok aktif lingkunganx kah simak mmc millenials islamkaffah,pemuda citayam okok aktif lingkunganx kah simak mmc millenials islamkaffah,bully
889,2022-08-12 08:03:41+00:00,lovelanguages13,perokok aktif disandang oleh pemuda citayam salah individu doang kah simak dalam mmc millenials islamkaffah,perokok aktif disandang pemuda citayam salah individu doang kah simak mmc millenials islamkaffah,okok aktif sandang pemuda citayam salah individu doang kah simak mmc millenials islamkaffah,bully
890,2022-08-12 08:03:02+00:00,learner_nihongo,sistem kapitalis bikin pemuda citayam jdi perokok aktif lah kok nyalahin sistem sih simak dalam mmc millen,sistem kapitalis bikin pemuda citayam jdi perokok aktif nyalahin sistem sih simak mmc millen,sistem kapitalis bikin pemuda citayam jdi okok aktif nyalahin sistem sih simak mmc millen,bully
891,2022-08-12 08:02:56+00:00,ummukhaniza,sob apa pendapat kalian klo remaja nongkrong sambil bas bus menghisao dan mengeluarkan asap rokok keliatan keren,sob pendapat klo remaja nongkrong bas bus menghisao mengeluarkan asap rokok keliatan keren,sob dapat klo remaja nongkrong bas bus menghisao keluar asap rokok liat keren,bully
892,2022-08-12 08:02:36+00:00,bangkiters,fenomena pemuda citayam masih terus membara masa belia sudah bersahabat dengan kepulan asap rokok hmm kayak gini,fenomena pemuda citayam membara belia bersahabat kepulan asap rokok hmm kayak gini,fenomena pemuda citayam bara belia sahabat kepul asap rokok hmm kayak gin,bully
893,2022-08-12 08:01:58+00:00,zuya1924,pemuda citayam jadi perokok aktif aneh sistemx kapitalis simak dalam mmc millenials islamkaffah,pemuda citayam perokok aktif aneh sistemx kapitalis simak mmc millenials islamkaffah,pemuda citayam okok aktif aneh sistemx kapitalis simak mmc millenials islamkaffah,bully
894,2022-08-12 08:01:47+00:00,yani29865192,realitanya banyak kok anak anak abg yang suka sama ngerokok kayak yang kemarin sempat viral fenomena abg usia bel,realitanya anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia bel,realitanya anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia bel,bully
895,2022-08-12 08:01:27+00:00,yama00199,perokok aktif oleh pemuda citayam jaman gini mah biasa kan ttep aja gak sehat alasanx knp bnyak ,perokok aktif pemuda citayam jaman gini mah ttep aja gak sehat alasanx knp bnyak ,okok aktif pemuda citayam jaman gin mah ttep aja gak sehat alasanx knp bnyak,bully
896,2022-08-12 08:00:50+00:00,ummuziza01,fenomena abg perokok aktif citayam fashion week mmc millenials pemuda citayam islamkaffah,fenomena abg perokok aktif citayam fashion week mmc millenials pemuda citayam islamkaffah,fenomena abg okok aktif citayam fashion week mmc millenials pemuda citayam islamkaffah,bully
897,2022-08-12 08:00:15+00:00,uliyam06,pemuda citayam perokok aktif gmn ngatasinnya simak dalam mmc millenials islamkaffah,pemuda citayam perokok aktif gmn ngatasinnya simak mmc millenials islamkaffah,pemuda citayam okok aktif gmn ngatasinnya simak mmc millenials islamkaffah,bully
898,2022-08-12 07:58:45+00:00,hasina_iim, fenomena abg perokok aktif citayammmc millenials pemuda citayam islamkaffah, fenomena abg perokok aktif citayammmc millenials pemuda citayam islamkaffah,fenomena abg okok aktif citayammmc millenials pemuda citayam islamkaffah,bully
899,2022-08-12 07:58:23+00:00,hasina_iim, fenomena abg perokok aktif citayam fashion week mmc millenials fakta rokok madharat tdk indahkan pemuda krn kurangn, fenomena abg perokok aktif citayam fashion week mmc millenials fakta rokok madharat tdk indahkan pemuda krn kurangn,fenomena abg okok aktif citayam fashion week mmc millenials fakta rokok madharat tdk indah pemuda krn kurangn,bully
900,2022-08-12 07:58:14+00:00,hasina_iim, abg jadi perokokaktif citayam jangan lupa share seluas luasnya yaa mmcmillenials islamkaf, abg perokokaktif citayam lupa share seluas luasnya yaa mmcmillenials islamkaf,abg perokokaktif citayam lupa share luas luas yaa mmcmillenials islamkaf,bully
901,2022-08-12 07:57:31+00:00,hasina_iim, viral pemuda citayam fashion week merokok area taman stasiun mrt dukuh atas tonton videonya mmc millenials , viral pemuda citayam fashion week merokok area taman stasiun mrt dukuh tonton videonya mmc millenials ,viral pemuda citayam fashion week rokok area taman stasiun mrt dukuh tonton video mmc millenials,bully
902,2022-08-12 07:57:28+00:00,liya0099,pemuda citayam jadi perokok aktif btw rokok membahayakan kok dipelihara simak dalam mmc millenial,pemuda citayam perokok aktif btw rokok membahayakan dipelihara simak mmc millenial,pemuda citayam okok aktif btw rokok bahaya pelihara simak mmc millenial,bully
903,2022-08-12 07:56:06+00:00,gswarima,liat kondisi pemuda zaman now miris seperti yang terjadi akhir akhir ini mmc millenials pemuda citayam,liat kondisi pemuda zaman now miris mmc millenials pemuda citayam,liat kondisi pemuda zaman now miris mmc millenials pemuda citayam,bully
904,2022-08-12 07:55:53+00:00,ziny54367300,mmc millenials pemuda citayam banyak yang ngerokok loh sob padahal kan rokok tuh bahaya sob tapi gitu karn,mmc millenials pemuda citayam ngerokok loh sob rokok tuh bahaya sob gitu karn,mmc millenials pemuda citayam ngerokok loh sob rokok tuh bahaya sob gitu karn,bully
905,2022-08-12 07:55:32+00:00,ciloklover33, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
906,2022-08-12 07:55:23+00:00,zah7817,mmc millenials masih ingat kan pemuda pemudi citayam yang viral itu mereka banyak yang perokok aktif sov miris ,mmc millenials pemuda pemudi citayam viral perokok aktif sov miris ,mmc millenials pemuda pemudi citayam viral okok aktif sov miris,bully
907,2022-08-12 07:54:44+00:00,coteb426,mmc millenials sedih dengernya kalau pemuda citayam banyak yang ngerokok islamkaffah,mmc millenials sedih dengernya pemuda citayam ngerokok islamkaffah,mmc millenials sedih dengernya pemuda citayam ngerokok islamkaffah,bully
908,2022-08-12 07:54:33+00:00,zul639,pemuda citayam jadi perokok aktif kayakx udh lumrah aja pdhal kan bahaya bgt buat kesehatan kok mereb,pemuda citayam perokok aktif kayakx udh lumrah aja pdhal bahaya bgt kesehatan mereb,pemuda citayam okok aktif kayakx udh lumrah aja pdhal bahaya bgt sehat mereb,bully
909,2022-08-12 07:54:20+00:00,yaji_yak,mmc millenials citayam banyak pemuda asik pegang puntung rokok sob miris padahal masi muda islamkaffah,mmc millenials citayam pemuda asik pegang puntung rokok sob miris masi muda islamkaffah,mmc millenials citayam pemuda asik pegang puntung rokok sob miris mas muda islamkaffah,bully
910,2022-08-12 07:54:10+00:00,citayam_fw,bupati pemalang mukti agung wibowo terjaring ott kpk citayamfashionweek cfw,bupati pemalang mukti agung wibowo terjaring ott kpk citayamfashionweek cfw,bupati malang mukti agung wibowo jaring ott kpk citayamfashionweek cfw,not bully
911,2022-08-12 07:54:10+00:00,citayam_fw,tangis kurma pecah saat cerita soal sang ayah citayamfashionweek cfw,tangis kurma pecah cerita sang ayah citayamfashionweek cfw,tangis kurma pecah cerita sang ayah citayamfashionweek cfw,not bully
912,2022-08-12 07:54:09+00:00,citayam_fw, momen kurma citayam ngedate bareng boy william dibikin muntah hingga nangis citayamfashionweek cfw, momen kurma citayam ngedate bareng boy william dibikin muntah nangis citayamfashionweek cfw,momen kurma citayam ngedate bareng boy william bikin muntah nang citayamfashionweek cfw,not bully
913,2022-08-12 07:54:09+00:00,citayam_fw,sempat foto bareng kurma cfw mengaku tak kenal marion jola okezone celebrity citayamfashionweek cfw,foto bareng kurma cfw mengaku kenal marion jola okezone celebrity citayamfashionweek cfw,foto bareng kurma cfw aku kenal marion jola okezone celebrity citayamfashionweek cfw,not bully
914,2022-08-12 07:54:08+00:00,citayam_fw,tren hairstyle unik masa kini ala citayam fashion week kompas citayamfashionweek cfw,tren hairstyle unik ala citayam fashion week kompas citayamfashionweek cfw,tren hairstyle unik ala citayam fashion week kompas citayamfashionweek cfw,not bully
915,2022-08-12 07:54:08+00:00,citayam_fw,curhat pilu kurma citayam soal ayahnya menikah lagi dan sebut tak bertanggung jawab citayamfashionweek cfw,curhat pilu kurma citayam ayahnya menikah bertanggung citayamfashionweek cfw,curhat pilu kurma citayam ayah meni tanggung citayamfashionweek cfw,not bully
916,2022-08-12 07:54:08+00:00,citayam_fw,viral citayam fashion week hunian scbd makin prospektif citayamfashionweek cfw,viral citayam fashion week hunian scbd prospektif citayamfashionweek cfw,viral citayam fashion week huni scbd prospektif citayamfashionweek cfw,not bully
917,2022-08-12 07:54:07+00:00,citayam_fw,curhat pilu kurma citayam soal ayahnya menikah lagi dan sebut tak bertanggung jawab citayamfashionweek cfw,curhat pilu kurma citayam ayahnya menikah bertanggung citayamfashionweek cfw,curhat pilu kurma citayam ayah meni tanggung citayamfashionweek cfw,not bully
918,2022-08-12 07:54:07+00:00,citayam_fw,kurma citayam fahion week ungkap kekecewaan terhadap sang ayah hingga nangis citayamfashionweek cfw,kurma citayam fahion week kekecewaan sang ayah nangis citayamfashionweek cfw,kurma citayam fahion week kecewa sang ayah nang citayamfashionweek cfw,not bully
919,2022-08-12 07:54:07+00:00,citayam_fw,pasien terganggu dengan acara catwalk ala citayam fashion week rsud medan deser news citayamfashionweek cfw,pasien terganggu acara catwalk ala citayam fashion week rsud medan deser news citayamfashionweek cfw,pasien ganggu acara catwalk ala citayam fashion week rsud medan deser news citayamfashionweek cfw,not bully
920,2022-08-12 07:54:06+00:00,citayam_fw, materropu mamuju pamer produk lokal ala citayam fashion week ini tujuannya citayamfashionweek cfw, materropu mamuju pamer produk lokal ala citayam fashion week tujuannya citayamfashionweek cfw,materropu mamuju pamer produk lokal ala citayam fashion week tuju citayamfashionweek cfw,not bully
921,2022-08-12 07:54:05+00:00,citayam_fw,beri pembinaan ppsu jaksel diminta lebih profesional rmoljakarta citayamfashionweek cfw,pembinaan ppsu jaksel profesional rmoljakarta citayamfashionweek cfw,bina ppsu jaksel profesional rmoljakarta citayamfashionweek cfw,not bully
922,2022-08-12 07:54:05+00:00,citayam_fw,bergaya ala citayam fashion week followers camat payakumbuh naik drastis republika online citayamfashionweek,bergaya ala citayam fashion week followers camat payakumbuh drastis republika online citayamfashionweek,gaya ala citayam fashion week followers camat payakumbuh drastis republika online citayamfashionweek,not bully
923,2022-08-12 07:54:04+00:00,citayam_fw,semarang fashion week usung semangat fashion tak harus mahal citayamfashionweek cfw,semarang fashion week usung semangat fashion mahal citayamfashionweek cfw,semarang fashion week usung semangat fashion mahal citayamfashionweek cfw,not bully
924,2022-08-12 07:54:04+00:00,citayam_fw,kurma komentari viralnya jeje slebew ngamuk citayam fashion week viva citayamfashionweek cfw,kurma komentari viralnya jeje slebew ngamuk citayam fashion week viva citayamfashionweek cfw,kurma komentar viralnya jeje slebew ngamuk citayam fashion week viva citayamfashionweek cfw,not bully
